Phase	Elements	method	oldorder	neworder	rowmode	esteps	asteps	err
488	60	insertion	reverse	fwdrev	single	900	900	0.00
489	30	dinsertion	fwdrev	revfwd	single	225	225	0.00
490	60	random	revfwd	reverse	single	870	870	0.00
491	60	selection	reverse	fwdrev	single	900	900	0.00
492	60	evenodd	fwdrev	reverse	single	59	59	0.00
493	60	evenodd	reverse	fwdrev	single	59	59	0.00
494	60	random	fwdrev	forward	single	870	870	0.00
495	60	triple	forward	revfwd	single	40	40	0.00
496	60	triple	revfwd	reverse	single	40	40	0.00
497	120	quick	reverse	revfwd	zipper	218	226	0.04
498	120	swap	revfwd	fwdrev	zipper	518	507	0.02
499	240	triple	fwdrev	reverse	zipper	161	161	0.00
500	240	triple	revfwd	fwdrev	rightleft	239	239	0.00
501	240	swap	forward	fwdrev	zipper	1139	1119	0.02
502	120	random	fwdrev	forward	zipper	3480	3480	0.00
503	120	swap	forward	revfwd	zipper	446	433	0.03
504	60	quick	revfwd	forward	zipper	80	76	0.05
505	60	quick	forward	revfwd	zipper	93	88	0.06
506	60	dinsertion	revfwd	fwdrev	zipper	840	840	0.00
507	60	triple	fwdrev	revfwd	zipper	59	59	0.00
508	60	quick	revfwd	reverse	zipper	67	72	0.07
509	180	merge	reverse	revfwd	zipper	178	182	0.02
510	60	selection	revfwd	reverse	zipper	840	840	0.00
511	20	merge	reverse	forward	zipper	19	19	0.00
512	20	swap	forward	fwdrev	zipper	30	34	0.12
513	60	merge	fwdrev	reverse	zipper	59	59	0.00
514	60	merge	reverse	forward	zipper	59	59	0.00
515	60	insertion	forward	reverse	zipper	1680	1680	0.00
516	30	insertion	reverse	fwdrev	single	225	225	0.00
517	30	triple	fwdrev	reverse	single	21	20	0.05
518	30	quick	reverse	revfwd	single	46	44	0.04
519	90	triple	revfwd	reverse	single	59	60	0.02
520	180	insertion	revfwd	fwdrev	rightleft	8010	8010	0.00
521	180	selection	fwdrev	revfwd	rightleft	8010	8010	0.00
522	60	merge	revfwd	fwdrev	rightleft	30	30	0.00
523	60	swap	fwdrev	revfwd	rightleft	220	230	0.04
524	60	triple	revfwd	fwdrev	rightleft	59	59	0.00
525	60	evenodd	fwdrev	revfwd	rightleft	59	59	0.00
526	60	insertion	revfwd	fwdrev	rightleft	870	870	0.00
527	60	evenodd	forward	reverse	zipper	60	60	0.00
528	60	dinsertion	reverse	fwdrev	zipper	840	840	0.00
529	180	selection	fwdrev	revfwd	zipper	7920	7920	0.00
530	360	merge	revfwd	fwdrev	zipper	180	180	0.00
531	120	triple	fwdrev	revfwd	zipper	119	119	0.00
532	60	random	revfwd	reverse	zipper	840	840	0.00
533	180	triple	reverse	revfwd	zipper	120	120	0.00
534	180	merge	revfwd	reverse	zipper	178	178	0.00
535	90	triple	reverse	interleave	single	62	60	0.03
536	90	evenodd	interleave	forward	single	88	88	0.00
537	180	evenodd	fwdrev	revfwd	rightleft	179	179	0.00
538	360	swap	revfwd	fwdrev	rightleft	2332	2240	0.04
539	360	triple	forward	fwdrev	zipper	240	240	0.00
540	180	quick	fwdrev	forward	zipper	255	248	0.03
541	180	triple	forward	revfwd	zipper	121	120	0.01
542	90	evenodd	revfwd	fwdrev	single	89	89	0.00
543	30	merge	fwdrev	interleave	single	28	27	0.04
544	30	selection	interleave	reverse	single	225	225	0.00
545	60	swap	reverse	fwdrev	single	204	212	0.04
546	20	merge	fwdrev	revfwd	single	10	10	0.00
547	20	dinsertion	revfwd	reverse	single	90	90	0.00
548	40	triple	reverse	forward	zipper	40	40	0.00
549	120	swap	forward	revfwd	zipper	446	475	0.06
550	120	quick	revfwd	forward	zipper	181	188	0.04
551	120	dinsertion	fwdrev	revfwd	rightleft	3540	3540	0.00
552	120	dinsertion	revfwd	fwdrev	rightleft	3540	3540	0.00
553	60	dinsertion	fwdrev	revfwd	rightleft	870	870	0.00
554	30	selection	revfwd	fwdrev	rightleft	210	210	0.00
555	30	quick	fwdrev	revfwd	rightleft	39	41	0.05
556	90	random	revfwd	fwdrev	rightleft	1980	1980	0.00
557	45	triple	forward	revfwd	single	30	30	0.00
558	45	quick	revfwd	forward	single	72	78	0.08
559	90	merge	fwdrev	revfwd	rightleft	45	45	0.00
560	90	insertion	revfwd	fwdrev	rightleft	1980	1980	0.00
561	30	insertion	fwdrev	revfwd	rightleft	210	210	0.00
562	90	merge	revfwd	fwdrev	rightleft	45	45	0.00
563	45	quick	forward	revfwd	single	77	78	0.01
564	15	merge	revfwd	reverse	single	13	13	0.00
565	15	selection	reverse	interleave	single	56	56	0.00
566	15	quick	interleave	fwdrev	single	19	20	0.05
567	45	selection	fwdrev	revfwd	single	506	484	0.04
568	45	quick	revfwd	reverse	single	68	70	0.03
569	45	quick	reverse	forward	single	66	66	0.00
570	15	random	forward	reverse	single	105	105	0.00
571	30	swap	reverse	interleave	single	77	71	0.08
572	30	random	interleave	fwdrev	single	210	210	0.00
573	15	selection	fwdrev	interleave	single	49	48	0.02
574	15	merge	interleave	forward	single	14	13	0.07
575	15	quick	forward	interleave	single	16	19	0.17
576	15	merge	interleave	reverse	single	14	14	0.00
577	15	merge	reverse	revfwd	single	14	13	0.07
578	30	insertion	revfwd	reverse	single	210	210	0.00
579	60	random	reverse	fwdrev	single	900	900	0.00
580	60	random	fwdrev	interleave	single	870	870	0.00
581	60	evenodd	interleave	forward	single	58	58	0.00
582	120	selection	fwdrev	revfwd	rightleft	3540	3540	0.00
583	60	merge	revfwd	fwdrev	rightleft	30	30	0.00
584	30	triple	forward	fwdrev	single	20	20	0.00
585	15	swap	fwdrev	reverse	single	27	26	0.04
586	30	triple	revfwd	fwdrev	rightleft	29	29	0.00
587	30	random	fwdrev	revfwd	rightleft	210	210	0.00
588	15	merge	reverse	interleave	single	14	13	0.07
589	15	selection	interleave	reverse	single	56	56	0.00
590	15	selection	reverse	fwdrev	single	56	56	0.00
591	15	swap	fwdrev	forward	single	25	25	0.00
592	15	dinsertion	forward	interleave	single	49	49	0.00
593	15	evenodd	interleave	random	single	10	12	0.18
594	15	insertion	random	revfwd	single	50	58	0.15
595	15	insertion	revfwd	forward	single	56	56	0.00
596	15	swap	forward	fwdrev	single	25	25	0.00
597	30	evenodd	fwdrev	random	single	26	29	0.11
598	30	triple	random	interleave	single	17	19	0.11
599	30	insertion	interleave	reverse	single	225	225	0.00
600	30	triple	reverse	forward	single	30	30	0.00
601	90	insertion	forward	interleave	single	1980	1980	0.00
602	90	dinsertion	interleave	fwdrev	single	1980	1980	0.00
603	180	merge	fwdrev	revfwd	zipper	90	90	0.00
604	60	quick	revfwd	forward	zipper	80	76	0.05
605	180	merge	forward	reverse	zipper	179	179	0.00
606	60	dinsertion	reverse	forward	zipper	1680	1680	0.00
607	30	insertion	forward	reverse	single	435	435	0.00
608	30	insertion	reverse	revfwd	single	210	210	0.00
609	60	quick	revfwd	forward	single	99	102	0.03
610	60	dinsertion	forward	fwdrev	single	870	870	0.00
611	180	merge	fwdrev	interleave	single	179	178	0.01
612	180	merge	interleave	revfwd	single	184	191	0.04
613	180	random	revfwd	reverse	single	8010	8010	0.00
614	180	insertion	reverse	interleave	single	8100	8100	0.00
615	180	triple	interleave	forward	single	119	120	0.01
616	90	selection	forward	fwdrev	single	1980	1980	0.00
617	90	triple	fwdrev	random	single	50	48	0.04
618	90	swap	random	fwdrev	single	364	366	0.01
619	180	swap	fwdrev	reverse	single	862	862	0.00
620	180	random	reverse	random	single	8151	7798	0.04
621	180	triple	random	fwdrev	single	96	94	0.02
622	180	insertion	fwdrev	interleave	single	8010	8010	0.00
623	180	dinsertion	interleave	fwdrev	single	8010	8010	0.00
624	180	dinsertion	fwdrev	interleave	single	8010	8010	0.00
625	180	random	interleave	random	single	8114	7611	0.06
626	180	triple	random	reverse	single	95	87	0.09
627	180	insertion	reverse	revfwd	single	8010	8010	0.00
628	180	evenodd	revfwd	forward	single	179	179	0.00
629	360	swap	forward	fwdrev	zipper	1970	1831	0.07
630	360	swap	fwdrev	forward	zipper	1790	1648	0.08
631	360	evenodd	forward	reverse	zipper	360	360	0.00
632	360	insertion	revfwd	fwdrev	rightleft	32220	32220	0.00
633	360	triple	fwdrev	revfwd	rightleft	359	359	0.00
634	360	insertion	revfwd	fwdrev	rightleft	32220	32220	0.00
635	180	selection	fwdrev	revfwd	rightleft	8010	8010	0.00
636	180	dinsertion	revfwd	fwdrev	rightleft	8010	8010	0.00
637	180	dinsertion	fwdrev	revfwd	rightleft	8010	8010	0.00
638	90	merge	reverse	interleave	single	90	89	0.01
639	90	selection	interleave	revfwd	single	1980	1981	0.00
640	90	quick	revfwd	forward	single	157	159	0.01
641	30	dinsertion	forward	reverse	single	435	435	0.00
642	15	random	reverse	random	single	42	57	0.30
643	15	swap	random	reverse	single	27	21	0.25
644	15	selection	reverse	fwdrev	single	56	56	0.00
645	15	triple	fwdrev	interleave	single	8	8	0.00
646	15	swap	interleave	reverse	single	27	34	0.23
647	15	dinsertion	reverse	revfwd	single	49	46	0.06
648	45	insertion	revfwd	reverse	single	484	484	0.00
649	45	selection	reverse	forward	single	990	990	0.00
650	45	evenodd	forward	fwdrev	single	43	43	0.00
651	90	evenodd	fwdrev	reverse	single	89	89	0.00
652	180	triple	reverse	fwdrev	single	121	120	0.01
653	180	selection	fwdrev	interleave	single	8010	8010	0.00
654	180	random	interleave	forward	single	8010	8010	0.00
655	180	dinsertion	forward	fwdrev	single	8010	8010	0.00
656	180	triple	fwdrev	forward	single	117	120	0.03
657	360	selection	forward	interleave	single	32220	32220	0.00
658	360	selection	interleave	reverse	single	32400	32400	0.00
659	360	dinsertion	reverse	fwdrev	single	32400	32400	0.00
660	360	quick	fwdrev	forward	single	777	766	0.01
661	360	dinsertion	forward	fwdrev	single	32220	32220	0.00
662	360	random	fwdrev	random	single	31756	33396	0.05
663	360	insertion	random	reverse	single	31216	33184	0.06
664	360	insertion	reverse	revfwd	single	32220	32220	0.00
665	360	swap	revfwd	reverse	single	1726	2054	0.17
666	360	evenodd	reverse	fwdrev	single	359	359	0.00
667	720	dinsertion	fwdrev	reverse	zipper	128880	128880	0.00
668	360	triple	reverse	revfwd	single	243	240	0.01
669	180	selection	revfwd	reverse	single	8010	8010	0.00
670	360	merge	revfwd	fwdrev	rightleft	180	180	0.00
671	180	evenodd	forward	revfwd	single	179	179	0.00
672	180	merge	revfwd	forward	single	180	179	0.01
673	360	quick	forward	revfwd	zipper	784	778	0.01
674	360	dinsertion	revfwd	reverse	zipper	32040	32040	0.00
675	360	random	reverse	forward	zipper	64080	64080	0.00
676	360	selection	forward	fwdrev	zipper	32040	32040	0.00
677	180	merge	fwdrev	reverse	single	180	179	0.01
678	60	quick	reverse	fwdrev	single	109	106	0.03
679	20	evenodd	fwdrev	reverse	single	19	19	0.00
680	20	dinsertion	reverse	revfwd	single	90	90	0.00
681	20	selection	revfwd	fwdrev	single	100	100	0.00
682	20	swap	fwdrev	random	single	42	49	0.15
683	20	merge	random	forward	single	20	22	0.10
684	20	quick	forward	reverse	single	28	28	0.00
685	40	evenodd	revfwd	fwdrev	rightleft	39	39	0.00
686	40	swap	fwdrev	revfwd	rightleft	124	124	0.00
687	20	swap	reverse	forward	single	53	46	0.14
688	60	selection	forward	fwdrev	single	870	870	0.00
689	30	quick	fwdrev	interleave	single	46	44	0.04
690	30	quick	interleave	forward	single	46	44	0.04
691	30	insertion	forward	interleave	single	210	210	0.00
692	30	insertion	interleave	reverse	single	225	225	0.00
693	30	evenodd	reverse	revfwd	single	28	28	0.00
694	30	selection	revfwd	forward	single	225	225	0.00
695	30	quick	forward	interleave	single	40	42	0.05
696	30	triple	interleave	forward	single	20	20	0.00
697	60	evenodd	fwdrev	revfwd	rightleft	59	59	0.00
698	60	insertion	revfwd	fwdrev	rightleft	870	870	0.00
699	120	evenodd	fwdrev	revfwd	rightleft	119	119	0.00
700	120	selection	reverse	forward	zipper	6960	6960	0.00
701	40	selection	forward	revfwd	zipper	360	360	0.00
702	120	swap	revfwd	reverse	zipper	384	406	0.06
703	120	evenodd	reverse	revfwd	zipper	118	118	0.00
704	120	merge	revfwd	forward	zipper	119	119	0.00
705	120	quick	forward	revfwd	zipper	209	216	0.03
706	40	triple	revfwd	forward	zipper	27	27	0.00
707	80	swap	forward	reverse	zipper	272	286	0.05
708	80	dinsertion	reverse	fwdrev	zipper	1520	1520	0.00
709	80	selection	fwdrev	forward	zipper	1520	1520	0.00
710	80	quick	forward	revfwd	zipper	130	131	0.01
711	80	dinsertion	revfwd	fwdrev	zipper	1520	1520	0.00
712	40	random	fwdrev	reverse	zipper	360	360	0.00
713	40	swap	reverse	revfwd	zipper	91	91	0.00
714	40	insertion	revfwd	forward	zipper	360	360	0.00
715	120	selection	forward	revfwd	zipper	3480	3480	0.00
716	120	quick	revfwd	fwdrev	zipper	143	154	0.07
717	120	merge	fwdrev	forward	zipper	118	118	0.00
718	60	quick	forward	fwdrev	single	110	102	0.08
719	60	merge	fwdrev	interleave	single	58	58	0.00
720	60	random	interleave	revfwd	single	870	870	0.00
721	60	quick	revfwd	interleave	single	102	104	0.02
722	60	swap	interleave	forward	single	191	170	0.12
723	60	triple	forward	revfwd	single	40	40	0.00
724	60	selection	revfwd	interleave	single	870	870	0.00
725	60	merge	interleave	revfwd	single	62	63	0.02
726	20	selection	revfwd	forward	single	100	100	0.00
727	40	triple	forward	fwdrev	zipper	26	26	0.00
728	40	merge	fwdrev	revfwd	zipper	20	20	0.00
729	80	evenodd	revfwd	reverse	zipper	78	78	0.00
730	40	evenodd	reverse	forward	single	40	40	0.00
731	120	dinsertion	forward	reverse	single	7140	7140	0.00
732	360	evenodd	reverse	revfwd	single	358	358	0.00
733	180	merge	revfwd	reverse	single	179	178	0.01
734	90	insertion	reverse	forward	single	4005	4005	0.00
735	90	quick	forward	revfwd	single	176	161	0.09
736	90	evenodd	revfwd	fwdrev	single	89	89	0.00
737	45	swap	fwdrev	revfwd	single	155	118	0.27
738	15	swap	revfwd	fwdrev	single	33	21	0.44
739	15	quick	fwdrev	interleave	single	19	20	0.05
740	15	evenodd	interleave	forward	single	13	13	0.00
741	45	random	forward	random	single	484	431	0.12
742	45	quick	random	revfwd	single	73	75	0.03
743	45	merge	revfwd	forward	single	44	44	0.00
744	90	quick	fwdrev	revfwd	rightleft	122	117	0.04
745	180	merge	revfwd	fwdrev	rightleft	90	90	0.00
746	180	quick	fwdrev	revfwd	rightleft	248	239	0.04
747	60	selection	revfwd	fwdrev	rightleft	870	870	0.00
748	20	random	fwdrev	revfwd	rightleft	90	90	0.00
749	20	selection	reverse	fwdrev	zipper	80	80	0.00
750	60	merge	fwdrev	revfwd	zipper	30	30	0.00
751	60	merge	revfwd	fwdrev	zipper	30	30	0.00
752	180	insertion	fwdrev	revfwd	zipper	7920	7920	0.00
753	90	selection	revfwd	forward	single	2025	2025	0.00
754	90	evenodd	forward	interleave	single	88	88	0.00
755	90	dinsertion	interleave	reverse	single	2025	2025	0.00
756	90	random	reverse	random	single	2049	1766	0.15
757	90	evenodd	random	fwdrev	single	84	86	0.02
758	180	triple	fwdrev	forward	zipper	120	120	0.00
759	60	evenodd	forward	fwdrev	zipper	58	58	0.00
760	20	quick	fwdrev	reverse	zipper	19	21	0.10
761	10	evenodd	reverse	revfwd	single	8	8	0.00
762	10	quick	revfwd	interleave	single	12	13	0.08
763	10	selection	interleave	revfwd	single	20	21	0.05
764	10	merge	revfwd	fwdrev	single	5	5	0.00
765	10	random	fwdrev	revfwd	single	25	25	0.00
766	10	swap	revfwd	random	single	13	20	0.42
767	10	merge	random	fwdrev	single	8	8	0.00
768	20	swap	fwdrev	reverse	zipper	23	28	0.20
769	20	quick	reverse	forward	zipper	17	17	0.00
770	20	evenodd	forward	fwdrev	zipper	18	18	0.00
771	40	random	fwdrev	revfwd	zipper	360	360	0.00
772	20	quick	revfwd	reverse	zipper	17	15	0.12
773	20	quick	reverse	forward	zipper	17	17	0.00
774	20	dinsertion	forward	reverse	zipper	160	160	0.00
775	20	swap	reverse	forward	zipper	31	37	0.18
776	20	random	forward	revfwd	zipper	80	80	0.00
777	40	evenodd	revfwd	forward	zipper	39	39	0.00
778	40	quick	forward	fwdrev	zipper	56	62	0.10
779	40	quick	fwdrev	reverse	zipper	48	45	0.06
780	20	evenodd	reverse	revfwd	zipper	18	18	0.00
781	40	quick	revfwd	fwdrev	zipper	46	43	0.07
782	20	random	fwdrev	reverse	zipper	80	80	0.00
783	10	swap	reverse	fwdrev	single	15	17	0.12
784	20	selection	fwdrev	forward	zipper	80	80	0.00
785	20	evenodd	forward	reverse	zipper	20	20	0.00
786	10	dinsertion	reverse	interleave	single	25	25	0.00
787	10	swap	interleave	fwdrev	single	10	12	0.18
788	20	insertion	fwdrev	forward	single	90	90	0.00
789	20	random	forward	revfwd	single	100	100	0.00
790	10	selection	revfwd	forward	single	25	25	0.00
791	10	dinsertion	forward	interleave	single	20	20	0.00
792	10	random	interleave	revfwd	single	20	21	0.05
793	10	evenodd	revfwd	random	single	7	8	0.13
794	10	swap	random	interleave	single	12	12	0.00
795	10	random	interleave	fwdrev	single	20	20	0.00
796	10	dinsertion	fwdrev	reverse	single	25	25	0.00
797	20	merge	revfwd	fwdrev	rightleft	10	10	0.00
798	10	triple	forward	revfwd	single	7	7	0.00
799	30	evenodd	revfwd	forward	single	29	29	0.00
800	10	random	forward	revfwd	single	25	25	0.00
801	30	insertion	revfwd	fwdrev	single	225	225	0.00
802	30	triple	fwdrev	interleave	single	17	18	0.06
803	30	insertion	interleave	revfwd	single	210	211	0.00
804	60	evenodd	revfwd	reverse	zipper	58	58	0.00
805	30	dinsertion	reverse	revfwd	single	210	210	0.00
806	30	insertion	revfwd	interleave	single	210	211	0.00
807	30	selection	interleave	revfwd	single	210	211	0.00
808	10	random	revfwd	interleave	single	20	21	0.05
809	10	insertion	interleave	forward	single	20	20	0.00
810	10	selection	forward	revfwd	single	25	25	0.00
811	10	selection	revfwd	reverse	single	20	20	0.00
812	20	triple	reverse	random	single	11	11	0.00
813	20	quick	random	fwdrev	single	28	30	0.07
814	40	dinsertion	fwdrev	forward	single	380	380	0.00
815	80	evenodd	forward	reverse	zipper	80	80	0.00
816	40	quick	reverse	fwdrev	zipper	57	51	0.11
817	40	random	fwdrev	forward	zipper	360	360	0.00
818	40	triple	fwdrev	revfwd	rightleft	39	39	0.00
819	40	evenodd	reverse	forward	zipper	40	40	0.00
820	20	quick	forward	interleave	single	23	24	0.04
821	20	swap	interleave	revfwd	single	42	46	0.09
822	10	insertion	revfwd	interleave	single	20	21	0.05
823	10	selection	interleave	forward	single	20	20	0.00
824	20	random	forward	revfwd	zipper	80	80	0.00
825	20	evenodd	revfwd	forward	zipper	19	19	0.00
826	20	merge	fwdrev	revfwd	rightleft	10	10	0.00
827	40	swap	revfwd	fwdrev	rightleft	126	130	0.03
828	20	triple	forward	fwdrev	single	13	13	0.00
829	40	swap	fwdrev	forward	zipper	76	80	0.05
830	20	triple	forward	reverse	zipper	20	19	0.05
831	20	insertion	reverse	fwdrev	zipper	80	80	0.00
832	20	insertion	fwdrev	reverse	zipper	80	80	0.00
833	20	swap	revfwd	fwdrev	rightleft	46	47	0.02
834	10	dinsertion	forward	fwdrev	single	20	20	0.00
835	10	random	fwdrev	revfwd	single	25	25	0.00
836	10	merge	revfwd	fwdrev	single	5	5	0.00
837	20	merge	fwdrev	reverse	zipper	19	19	0.00
838	20	dinsertion	reverse	forward	zipper	160	160	0.00
839	60	random	forward	revfwd	zipper	840	840	0.00
840	180	random	revfwd	forward	zipper	7920	7920	0.00
841	180	selection	forward	fwdrev	zipper	7920	7920	0.00
842	180	triple	fwdrev	revfwd	zipper	179	179	0.00
843	180	quick	revfwd	forward	zipper	289	280	0.03
844	180	quick	forward	reverse	zipper	177	180	0.02
845	180	quick	revfwd	fwdrev	rightleft	248	239	0.04
846	180	quick	fwdrev	revfwd	rightleft	248	239	0.04
847	90	random	revfwd	fwdrev	rightleft	1980	1980	0.00
848	90	merge	fwdrev	revfwd	rightleft	45	45	0.00
849	90	triple	revfwd	fwdrev	rightleft	89	89	0.00
850	180	swap	fwdrev	revfwd	rightleft	946	974	0.03
851	180	quick	revfwd	fwdrev	rightleft	248	239	0.04
852	180	quick	fwdrev	revfwd	rightleft	248	239	0.04
853	360	swap	revfwd	fwdrev	rightleft	2332	2235	0.04
854	720	insertion	fwdrev	revfwd	rightleft	129240	129240	0.00
855	720	insertion	revfwd	fwdrev	rightleft	129240	129240	0.00
856	720	quick	fwdrev	revfwd	rightleft	1066	971	0.09
857	720	swap	reverse	revfwd	zipper	4264	4349	0.02
858	360	swap	revfwd	forward	single	2621	2042	0.25
859	720	selection	forward	reverse	zipper	257760	257760	0.00
860	360	evenodd	reverse	revfwd	zipper	358	358	0.00
861	360	merge	revfwd	reverse	zipper	358	358	0.00
862	360	selection	reverse	revfwd	zipper	32040	32040	0.00
863	120	insertion	revfwd	fwdrev	zipper	3480	3480	0.00
864	120	selection	fwdrev	revfwd	zipper	3480	3480	0.00
865	120	swap	revfwd	fwdrev	zipper	518	503	0.03
866	240	evenodd	fwdrev	revfwd	zipper	239	239	0.00
867	240	quick	revfwd	fwdrev	zipper	287	302	0.05
868	240	selection	fwdrev	forward	zipper	14160	14160	0.00
869	120	swap	forward	revfwd	single	518	522	0.01
870	40	triple	revfwd	random	single	22	21	0.05
871	40	triple	random	reverse	single	22	22	0.00
872	20	triple	reverse	random	single	11	12	0.09
873	20	quick	random	fwdrev	single	28	24	0.15
874	20	evenodd	fwdrev	random	single	16	17	0.06
875	20	swap	random	forward	single	43	32	0.29
876	40	merge	forward	fwdrev	zipper	40	40	0.00
877	20	dinsertion	fwdrev	forward	single	90	90	0.00
878	20	merge	forward	reverse	single	19	19	0.00
879	60	evenodd	reverse	fwdrev	single	59	59	0.00
880	180	insertion	fwdrev	reverse	single	8100	8100	0.00
881	360	selection	reverse	interleave	single	32400	32400	0.00
882	360	quick	interleave	reverse	single	780	838	0.07
883	360	dinsertion	reverse	fwdrev	single	32400	32400	0.00
884	120	merge	fwdrev	forward	single	119	118	0.01
885	40	swap	forward	revfwd	single	117	136	0.15
886	40	random	revfwd	random	single	378	373	0.01
887	40	triple	random	reverse	single	22	25	0.13
888	40	insertion	reverse	fwdrev	single	400	400	0.00
889	40	dinsertion	fwdrev	forward	single	380	380	0.00
